date,ticker,sector,proba,rank
2025-09-22,ICICIBANK_S4,Financials,0.6172759229572587,368.0
2025-09-26,ICICIPRULI_S102,Financials,0.6170362700246306,369.0
2025-10-03,LT_S123,Industrials,0.6168658057633105,370.0
2025-10-01,ADANIGREEN_S51,Utilities,0.616675735322684,371.0
2025-09-22,APOLLOHOSP_S92,Healthcare,0.6165709157989521,372.0
2025-10-10,HCLTECH_S19,IT,0.6158659727873702,373.0
2025-09-29,ICICIGI_S56,Financials,0.6154450399310597,374.0
2025-10-03,NTPC_S21,Utilities,0.6148002532876917,375.0
2025-09-15,MUTHOOTFIN,Financials,0.6138807649370845,376.0
2025-10-08,ONGC_S22,Energy,0.6110616357900878,377.0
2025-09-08,RELIANCE_S57,Energy,0.610998685775655,378.0
2025-09-22,ITC_S122,Consumer Staples,0.6107568968072747,379.0
2025-09-16,ULTRACEMCO_S15,Materials,0.6101105672552947,380.0
2025-10-07,NMDC,Materials,0.6094836461997489,381.0
2025-10-13,POWERGRID_S134,Utilities,0.6092327170332746,382.0
2025-10-16,NESTLEIND_S30,Consumer Staples,0.6090578720950093,383.0
2025-10-08,BAJAJFINSV_S140,Financials,0.6084083941565123,384.0
2025-09-15,PEL_S111,Financials,0.6079927693936873,385.0
2025-09-23,ADANITRANS,Utilities,0.6073744568198559,386.0
2025-10-14,LT_S123,Industrials,0.607250216290862,387.0
2025-09-03,ITC_S65,Consumer Staples,0.6070333562992253,388.0
2025-10-24,WIPRO_S130,IT,0.6064879126796182,389.0
2025-09-26,RELIANCE_S0,Energy,0.6037658282637879,390.0
2025-09-19,GRASIM_S138,Materials,0.6036237996215765,391.0
2025-09-22,VOLTAS_S49,Industrials,0.601888643069405,392.0
2025-10-17,TATASTEEL_S23,Materials,0.6009343839775456,393.0
2025-10-27,MARUTI_S126,Consumer Discretionary,0.6005737461941582,394.0
2025-10-07,NTPC_S21,Utilities,0.6002624852830031,395.0
2025-10-14,TCS,IT,0.5997467076402072,396.0
2025-10-06,BAJAJFINSV_S140,Financials,0.5995906421221875,397.0
2025-09-24,DRREDDY_S84,Healthcare,0.5990296933466995,398.0
2025-10-09,TATASTEEL_S23,Materials,0.5982240147427579,399.0
2025-09-24,ONGC_S136,Energy,0.5980469098073617,400.0
2025-10-24,TITAN_S14,Consumer Discretionary,0.5980189584850123,401.0
2025-10-13,BHARTIARTL_S7,Telecom,0.5971853599587912,402.0
2025-10-14,ICICIGI_S113,Financials,0.5970392768664002,403.0
2025-09-15,ONGC_S79,Energy,0.5968379553358129,404.0
2025-09-05,UPL_S96,Materials,0.5967803226394073,405.0
2025-10-13,BAJAJFINSV_S140,Financials,0.5964876302549511,406.0
2025-10-10,WIPRO_S16,IT,0.5959006390441193,407.0
2025-09-18,RELIANCE_S114,Energy,0.5955025234229764,408.0
2025-10-02,NTPC_S21,Utilities,0.5953637795806668,409.0
2025-10-23,NTPC_S21,Utilities,0.5953446735844317,410.0
